,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity
3599,100,2020-11-15T00:00:00.000Z,Took Her To The O,King Von,USUYG1296663,2.85714285714286,28552271.0,83,"['2020-02-21T00:00:00.000Z', '2020-03-06T00:00:00.000Z']",1136101.0,75849.0,554270.0,2.85714285714286
3600,1,2020-11-22T00:00:00.000Z,Adderall (Corvette Corvette),Popp Hunna,USA2P2036916,,31753663.0,41,"['2020-10-15T00:00:00.000Z', '2020-10-14T00:00:00.000Z']",3436485.0,365.0,9467.0,0.0
3602,3,2020-11-22T00:00:00.000Z,It's Tricky,RUN DMC,USAR18600005,21.857142857142897,15051716.0,219,"['2010-04-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1999-12-31T00:00:00.000Z', '2009-03-26T00:00:00.000Z', '2011-04-08T00:00:00.000Z', '2015-01-09T00:00:00.000Z', '2011-07-01T00:00:00.000Z', '2013-06-21T00:00:00.000Z', '2010-10-22T00:00:00.000Z', '2003-10-28T00:00:00.000Z', '2011-06-03T00:00:00.000Z', '2007-05-05T00:00:00.000Z', '2013-07-12T00:00:00.000Z', '2013-12-13T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1990-01-01T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-03-20T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2002-08-19T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2015-07-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2006-04-28T00:00:00.000Z', '2009-12-25T00:00:00.000Z', '2008-08-04T00:00:00.000Z', '2009-12-28T00:00:00.000Z', '2013-07-23T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-01-18T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z']",,,,21.857142857142897
3603,4,2020-11-22T00:00:00.000Z,Therefore I Am,BILLIE EILISH,USUM72021500,,31948804.0,39,['2020-11-12T00:00:00.000Z'],5596.0,18332312.0,35817144.0,0.0
3604,5,2020-11-22T00:00:00.000Z,Deep End,Fousheé,USRC12002568,-0.14285714285714302,30521029.0,105,['2020-07-31T00:00:00.000Z'],810286.0,599.0,54541.0,18.0
3605,6,2020-11-22T00:00:00.000Z,Shower,Becky G,USRC11400866,,15676244.0,41,"['2014-10-17T00:00:00.000Z', '2014-09-26T00:00:00.000Z', '2014-04-23T00:00:00.000Z', '2014-08-22T00:00:00.000Z', '2015-01-26T00:00:00.000Z', '2015-02-27T00:00:00.000Z', '2016-05-20T00:00:00.000Z', '2020-10-16T00:00:00.000Z']",4236.0,7092226.0,9450969.0,0.14285714285714302
3606,7,2020-11-22T00:00:00.000Z,Oh No,Kreepa,USUYG1287925,-0.5714285714285711,29425832.0,56,['2019-12-13T00:00:00.000Z'],437999.0,101.0,1995.0,0.7142857142857142
3607,8,2020-11-22T00:00:00.000Z,Where Is The Love?,Black Eyed Peas,USIR10311862,-0.857142857142857,15414778.0,47,"['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2009-06-09T00:00:00.000Z', '2003-06-30T00:00:00.000Z', '2004-01-20T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2008-01-21T00:00:00.000Z', '2004-05-25T00:00:00.000Z', '2004-07-19T00:00:00.000Z', '2014-07-23T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2003-06-03T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-06-21T00:00:00.000Z', '2019-08-23T00:00:00.000Z', '2019-09-27T00:00:00.000Z', '2019-10-25T00:00:00.000Z', '2019-09-20T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-08-09T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-10-25T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-10-04T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2020-01-03T00:00:00.000Z', '2020-01-03T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",728.0,3936000.0,4993756.0,0.14285714285714302
3608,9,2020-11-22T00:00:00.000Z,Among Us,iamjuampi,QZK6J2095138,0.0,31419761.0,73,['2020-09-09T00:00:00.000Z'],3712137.0,103.0,768.0,2.57142857142857
3609,10,2020-11-22T00:00:00.000Z,BOO!,Theyluv____,QMBZ92078637,-0.5714285714285711,31681826.0,49,['2020-10-16T00:00:00.000Z'],,,,0.14285714285714302
3610,11,2020-11-22T00:00:00.000Z,Say I Yi Yi,D-Roc,USW9J1000104,-0.857142857142857,16009461.0,32,['2002-03-26T00:00:00.000Z'],,,,9.428571428571429
3611,12,2020-11-22T00:00:00.000Z,Out the Frame,Marv Allen,QZK6F2001433,9.0,31846333.0,56,['2020-09-24T00:00:00.000Z'],1459574.0,333.0,390.0,56.428571428571395
3612,13,2020-11-22T00:00:00.000Z,pov,arianagrande,USUM72020441,,31826434.0,31,"['2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z']",,,,-1.0
3613,14,2020-11-22T00:00:00.000Z,F Boy,Ander Huang & DJ Kuromi,QZHNC2078374,1.14285714285714,31595311.0,60,"['2020-08-22T00:00:00.000Z', '2020-12-02T00:00:00.000Z']",,,,1.14285714285714
3614,15,2020-11-22T00:00:00.000Z,ICE (feat. MORGENSHTERN),Morgenshtern,FRX282026285,0.857142857142857,30524363.0,124,['2020-07-31T00:00:00.000Z'],1003897.0,14094.0,608456.0,15.857142857142902
3615,16,2020-11-22T00:00:00.000Z,Blow Your Mind (Mwahchallenge),Dua Lipa,GBAHT1600302,1.14285714285714,12453530.0,83,"['2016-08-26T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2018-10-19T00:00:00.000Z', '2020-04-24T00:00:00.000Z']",5381.0,14838486.0,21113084.0,10.5714285714286
3616,17,2020-11-22T00:00:00.000Z,All I Want for Christmas Is You,Mariah Carey,USSM19400325,0.42857142857142894,15816657.0,78,"['2017-09-15T00:00:00.000Z', '2015-11-06T00:00:00.000Z', '2007-11-13T00:00:00.000Z', '2016-11-18T00:00:00.000Z', '2013-09-20T00:00:00.000Z', '1994-10-28T00:00:00.000Z', '2008-01-01T00:00:00.000Z', '2014-02-14T00:00:00.000Z', '1994-10-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2011-11-21T00:00:00.000Z', '2001-12-03T00:00:00.000Z', '2013-11-19T00:00:00.000Z', '1994-01-01T00:00:00.000Z', '1994-01-01T00:00:00.000Z', '2016-12-01T00:00:00.000Z', '2011-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2017-11-10T00:00:00.000Z', '2000-11-13T00:00:00.000Z', '2004-11-08T00:00:00.000Z', '2018-10-26T00:00:00.000Z', '2018-10-30T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-03T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-11-03T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-15T00:00:00.000Z', '2020-12-15T00:00:00.000Z', '2020-12-22T00:00:00.000Z']",33.0,5160099.0,6103558.0,4.57142857142857
3617,18,2020-11-22T00:00:00.000Z,You Got It,Vedo,USUYG1299206,-0.7142857142857142,28672165.0,135,"['2020-03-06T00:00:00.000Z', '2020-03-27T00:00:00.000Z']",195150.0,88541.0,186038.0,17.2857142857143
3618,19,2020-11-22T00:00:00.000Z,What You Know Bout Love,POP SMOKE 💫,USUM72013339,-1.57142857142857,29992521.0,74,"['2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-20T00:00:00.000Z', '2020-07-20T00:00:00.000Z', '2020-09-22T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",,,,0.7142857142857142
3619,20,2020-11-22T00:00:00.000Z,Garage Room Freestyle (Reel It In),Number9ok,QM24S2009905,-1.42857142857143,31725832.0,52,['2020-10-14T00:00:00.000Z'],1369060.0,391.0,2021.0,0.7142857142857142
3620,21,2020-11-22T00:00:00.000Z,Dancing in My Room,347aidan,QZMEN2099087,-2.0,31794188.0,53,['2020-10-26T00:00:00.000Z'],1622014.0,3558.0,85630.0,10.5714285714286
3621,22,2020-11-22T00:00:00.000Z,Тлеет,Bula,SMRUS0065742,,31819219.0,25,['2020-10-20T00:00:00.000Z'],,,,-1.0
3622,23,2020-11-22T00:00:00.000Z,WATAFUK?!,Morgenshtern & Lil Pump,FR26V2030732,,31948292.0,39,['2020-11-13T00:00:00.000Z'],,,,-0.7142857142857142
3623,24,2020-11-22T00:00:00.000Z,Dakiti,Jhaycortez,QZGWX2053010,,31974516.0,41,['2020-11-07T00:00:00.000Z'],,,,1.57142857142857
3625,26,2020-11-22T00:00:00.000Z,Hit the Quan (Original Version),🔥GO SUBSCRIBE 💯,QM33K1500006,0.0,13770116.0,54,"['2015-10-09T00:00:00.000Z', '2015-10-09T00:00:00.000Z', '2016-08-05T00:00:00.000Z', '2016-03-25T00:00:00.000Z', '2016-05-16T00:00:00.000Z']",,,,0.42857142857142894
3626,27,2020-11-22T00:00:00.000Z,Monkeys Spinning Monkeys,Kevin MacLeod,USUAN1400011,-1.42857142857143,17158836.0,196,"['2014-12-30T00:00:00.000Z', '2019-10-10T00:00:00.000Z']",333690.0,56740.0,82941.0,6.71428571428571
3627,28,2020-11-22T00:00:00.000Z,Parce,Juan Luis,USSD12000217,-0.42857142857142894,31077840.0,111,"['2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z']",,,,11.714285714285701
3628,29,2020-11-22T00:00:00.000Z,"Boom, Boom, Boom, Boom!!",Vengaboys,NLC529811150,-2.42857142857143,13505906.0,103,"['2014-11-17T00:00:00.000Z', '2000-01-01T00:00:00.000Z', '2016-10-28T00:00:00.000Z', '2013-10-13T00:00:00.000Z', '2013-02-08T00:00:00.000Z', '1998-01-01T00:00:00.000Z', '2014-06-27T00:00:00.000Z', '2000-01-01T00:00:00.000Z', '2017-03-17T00:00:00.000Z', '2013-03-18T00:00:00.000Z', '2013-09-23T00:00:00.000Z', '1999-06-04T00:00:00.000Z', '1999-06-04T00:00:00.000Z']",126.0,206957.0,253259.0,15.4285714285714
3629,30,2020-11-22T00:00:00.000Z,El Aguacate Es Potasio - TikTok Version,Hey Santana,QZMEP2041048,,31783549.0,30,"['2020-10-22T00:00:00.000Z', '2020-10-15T00:00:00.000Z']",914227.0,2496.0,3168.0,1.7142857142857097
3630,31,2020-11-22T00:00:00.000Z,Be Around Me,Will Joseph Cook,UKY6X2000001,-2.28571428571429,31290314.0,55,"['2020-09-09T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-22T00:00:00.000Z', '2020-10-29T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",206332.0,35709.0,52254.0,2.57142857142857
3631,32,2020-11-22T00:00:00.000Z,positions,arianagrande,USUM72019412,-0.28571428571428603,31753148.0,59,"['2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",,,,12.0
3632,33,2020-11-22T00:00:00.000Z,sonido original,Karol G,USUM72019324,,31751726.0,41,"['2020-10-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",206809.0,7779068.0,13261871.0,1.0
3633,34,2020-11-22T00:00:00.000Z,Joro,WizKid,USRC11901068,,24414472.0,41,['2019-07-10T00:00:00.000Z'],4390.0,333197.0,486006.0,0.14285714285714302
3634,35,2020-11-22T00:00:00.000Z,Fuck It Up,Ocho Drippin,USUYG1207314,,20494883.0,40,['2018-08-31T00:00:00.000Z'],1204551.0,2957.0,3651.0,1.14285714285714
3635,36,2020-11-22T00:00:00.000Z,Ягода Малинка,ХАБИБКА,RUA1D2064344,,32001549.0,41,['2020-11-17T00:00:00.000Z'],,,,1.42857142857143
3636,37,2020-11-22T00:00:00.000Z,CONVOQUEI TODAS PIR4NHA,DJ VITINHO BDP & DJ Arthur ZL & MC Mn & MC RD,US3DF2085678,,31729205.0,41,['2020-09-06T00:00:00.000Z'],,,,2.28571428571429
3637,38,2020-11-22T00:00:00.000Z,Call 911,Trunks & Cjota,QZ5AB1979905,,20211270.0,31,['2018-05-21T00:00:00.000Z'],,,,0.5714285714285711
3638,39,2020-11-22T00:00:00.000Z,Lonely,Justin Bieber,USUM72019037,-1.14285714285714,31667714.0,67,"['2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z']",3479.0,32168857.0,39980927.0,10.857142857142902
3640,41,2020-11-22T00:00:00.000Z,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),First Anuwat,THMAR2000303,14.5714285714286,31073151.0,68,['2020-08-20T00:00:00.000Z'],3893185.0,86.0,7055.0,14.5714285714286
3641,42,2020-11-22T00:00:00.000Z,Peter Cottontail,Gene Autry,USSM10414373,,15776689.0,40,['1931-01-01T00:00:00.000Z'],545.0,28912.0,35735.0,-2.57142857142857
3642,43,2020-11-22T00:00:00.000Z,Potential Breakup Song,Aly and AJ,USHR10723111,-4.57142857142857,15392721.0,39,"['2007-01-01T00:00:00.000Z', '2007-10-22T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2018-02-02T00:00:00.000Z', '2018-02-02T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-08-16T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-04T00:00:00.000Z']",,,,0.14285714285714302
3643,44,2020-11-22T00:00:00.000Z,Dancing With Your Ghost,Sasha Sloan,USRC11901644,,24225427.0,79,"['2019-06-28T00:00:00.000Z', '2019-10-18T00:00:00.000Z']",481626.0,332461.0,679837.0,8.85714285714286
3644,45,2020-11-22T00:00:00.000Z,Classical Music,Classical Music,TCAAU1178628,-3.85714285714286,20877140.0,231,['2011-02-03T00:00:00.000Z'],,,,21.0
3645,46,2020-11-22T00:00:00.000Z,АУФ,SQWOZ BAB,FRX872078503,-4.28571428571429,31730628.0,35,['2020-10-20T00:00:00.000Z'],1516752.0,695.0,86576.0,-0.14285714285714302
3646,47,2020-11-22T00:00:00.000Z,ily (i love you baby),Surf Mesa,QZJRC1945204,-1.42857142857143,27755710.0,210,"['2019-11-26T00:00:00.000Z', '2019-11-26T00:00:00.000Z', '2020-02-25T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-08T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z']",1793858.0,595.0,103914.0,7.0
3647,48,2020-11-22T00:00:00.000Z,New Thang,Redfoo The Dude,TCABZ1405080,-4.142857142857141,14301527.0,59,['2015-07-13T00:00:00.000Z'],,,,0.0
3648,49,2020-11-22T00:00:00.000Z,Wrap Me In Plastic (Slowed Down Version),CHROMANCE & Marcus Layton,DEE862000406,,28858320.0,7,['2020-03-27T00:00:00.000Z'],,,,
3649,50,2020-11-22T00:00:00.000Z,How You Like That,blackpinkofficial,KRA402000111,2.0,29924495.0,158,"['2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z']",,,,2.0
3650,51,2020-11-22T00:00:00.000Z,"1,2,3,4 ( One, Two, Three, Four ) [Fun Elektro Mix]",Funbeat,ITJ871201055,,21819135.0,234,['2012-01-01T00:00:00.000Z'],502499.0,26.0,60.0,7.857142857142861
